invoiceno,stokawal,stokakhir,namabarang,jenisbarang,kodebarang,kuantitasbarang,month,day,year,cluster
787128,230,223,HTB dia. 19 s/d 16 ( 5 cm ),14,39403A,7,11,30,2022,Laris
787128,40,32,Ringan,30,10017B,8,11,30,2022,Sangat Laris
787128,102,93,Tiga Roda,22,10006B,9,11,30,2022,Sangat Laris
787128,205,199,Harmonika,25,69687C,6,11,30,2022,Sangat Laris
787128,20,13,"Readymix Beton K175, Tanpa Pompa",27,53434E,7,11,30,2022,Sangat Laris
787128,223,218,HTB dia. 19 s/d 16 ( 5 cm ),14,39403A,5,11,30,2022,Laris
787128,10,6,Beton 10mm,11,46353C,4,11,30,2022,Laris
787128,107,101,Miniroller Ace Oldfields Panjang dan Pendek,18,13820A,6,11,30,2022,Sangat Laris
787128,131,124,Keramik Natural Intan 14.5 / m2,19,32841A,7,11,30,2022,Sangat Laris
787128,17,12,Gator Bak Mandi Plastik Persegi Ivory 56x56x56cm,7,11231A,5,11,30,2022,Laris
787128,260,253,2 Slaag Kuda Terbang,17,10028B,7,11,30,2022,Laris
787128,27,7,"PVC RUCIKA type AW 3/4""",13,10003B,20,11,30,2022,Laris
787128,484,472,BJLS 30 Lebar 90cm,4,10026B,12,11,30,2022,Laris
787128,42,32,Pengikat,5,66653E,10,11,30,2022,Laris
787128,29,18,Bata Merah Bakar kelas I,30,13823A,11,11,30,2022,Sangat Laris
787128,238,225,Triplek 3mm,21,13041A,13,11,30,2022,Sangat Laris
787128,36,32,Zehn Sekop Gagang Kayu,3,10015B,4,11,30,2022,Laris
787128,116,111,Dextone Epoxy Adhesives,23,13221A,5,11,30,2022,Sangat Laris
787128,36,28,Liat,26,10021B,8,11,30,2022,Sangat Laris
787128,31,22,Uncle Bills Sapu Dan Pengki Set BB0168,31,12333A,9,11,30,2022,Sangat Laris
787128,15,8,rolling door,20,10004B,7,11,30,2022,Sangat Laris
787128,32,2,Ringan,30,10017B,30,11,30,2022,Sangat Laris
787128,33,28,Triplek 4mm,21,10020B,5,11,30,2022,Sangat Laris
787128,244,239,biasa (30 X 15) cm,61,10002B,5,11,30,2022,Tidak Laris
787128,5,1,gulung besi,20,11101A,4,11,30,2022,Sangat Laris
787128,15,9,"Alumunium Warna 1.3 mm t= 1,3 mm ( 4 "" )",63,10034B,6,11,30,2022,Tidak Laris
787128,101,93,Miniroller Ace Oldfields Panjang dan Pendek,18,13820A,8,11,30,2022,Sangat Laris
787128,13,6,Gathul Jawa Baja,24,10013B,7,11,30,2022,Sangat Laris
787128,42,36,Kasa 1 x 1 ( Putih ),5,12321A,6,11,30,2022,Laris
787128,32,23,Zehn Sekop Gagang Kayu,3,10015B,9,11,30,2022,Laris
787128,10,3,Jabesmen Gelombang Kecil (210 x 105),2,10019B,7,11,30,2022,Laris
787128,19,13,Tembok,10,12343A,6,11,30,2022,Laris
787128,27,22,Uncle Bills Sikat Lantai & Pengki Set BB0057,31,10024B,5,11,30,2022,Sangat Laris
787128,410,405,Natural 6cm,64,56543C,5,11,30,2022,Tidak Laris
787128,20,16,Aica Aibon,23,20392C,4,11,30,2022,Sangat Laris
787128,175,171,Jabesmen Gelombang Kecil (150 x 105),2,15283A,4,11,30,2022,Laris
787128,93,87,Tiga Roda,22,10006B,6,11,30,2022,Sangat Laris
787128,140,134,"beton 2,5",1,10008B,6,11,30,2022,Laris
787128,20,13,BJLS 30 Lebar 60cm,44,12947A,7,11,30,2022,Tidak Laris
787128,11,3,Pintu Unilon Standard,20,19316A,8,11,30,2022,Sangat Laris
787128,253,244,2 Slaag Kuda Terbang,46,10028B,9,11,30,2022,Tidak Laris
787128,620,610,Stud Bolt,47,10033B,10,11,30,2022,Tidak Laris
787128,135,130,Vinillex,42,12211A,5,11,30,2022,Tidak Laris
787128,93,87,Miniroller Ace Oldfields Panjang dan Pendek,43,13820A,6,11,30,2022,Tidak Laris
787128,218,211,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,7,11,30,2022,Sangat Laris
787128,1,0,Zehn Cangcul,48,12214A,1,11,30,2022,Tidak Laris
787128,36,30,Kasa 1 x 1 ( Putih ),33,12321A,6,11,30,2022,Sangat Laris
787128,84,80,"RUCIKA type AW 1/2""",34,11001A,4,11,30,2022,Sangat Laris
787128,211,204,HTB dia. 19 s/d 16 ( 5 cm ),35,39403A,7,11,30,2022,Sangat Laris
787128,11,6,Stainless Lokal Kait,49,24628A,5,11,30,2022,Tidak Laris
787128,111,98,Dextone Epoxy Adhesives,50,13221A,13,11,30,2022,Tidak Laris
787128,58,44,"Readymix Beton K500, Tanpa Pompa",51,12311A,14,11,30,2022,Tidak Laris
787128,30,16,Kasa 1 x 1 ( Putih ),33,12321A,14,11,30,2022,Sangat Laris
